"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.912","011304516","Monograph","Language material ; Text","Volume","GB8510256","","9780140016970","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Coming up for air","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","232 pages, 18 cm","H.85/239","Fiction in English--1900-1945--Texts","","English","",""
"823.912","011304517","Monograph","Language material ; Text","Volume","GB8601534","","9780140016987","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1985","","269 pages, 19 cm","YA.1999.a.798","Fiction in English--1900-1945--Texts","","English","",""
"823.912","011305963","Monograph","Language material ; Text","Volume","GB8230249","","9780140058567","Crick, Bernard","1929-2008","person","","Crick, Bernard, 1929-2008 [person]","George Orwell : a life","","","","England","Harmondsworth","Penguin","1982","","655 pages, 16 pages of plates, illustrations, portraits, 20 cm","X.958/10663","Fiction in English--Orwell, George--1903-1950--Biographies ; Authors, English--20th century--Biography ; Orwell, George, 1903-1950","","English","Includes index ; Originally published: London : Secker & Warburg, 1980",""
"823.912","011306692","Monograph","Language material ; Text","Volume","GB8513274","","9780140074581","","","","","Wadhams, Stephen, 1945- [person]","Remembering Orwell","","","","England","Harmondsworth ; Ontario","Penguin","1984","","xix, 227 pages, 20 cm","X.958/27813","Fiction in English--Orwell, George--1903-1950--Biographies ; Authors, English--20th century--Biography ; Orwell, George, 1903-1950","","English","'Based on interviews recorded for the Canadian Broadcasting Corporation's radio program, 'George Orwell: a Radio biography' _ T.p.' ; bibliography: p223-224. _ Includes index",""
"823.912","011307161","Monograph","Language material ; Text","Volume","GB8411909","","9780140090079","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Penguin complete novels of George Orwell","","","","England","Harmondsworth","Penguin","1983","","925 pages, 21 cm","X.950/28379","Fiction in English--1900-1945--Texts","","English","Originally published: London : Secker & Warburg in association with Octopus books, 1976",""
"823.912","011307387","Monograph","Language material ; Text","Volume","GB8743078","","9780140098303","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; West, W. J. (William John), 1942- [person]","The war broadcasts","Orwell, The war broadcasts","","","England","Harmondsworth","Penguin","1987","","307 pages, 16 pages of plates, illustrations, facsimiles, portraits, 20 cm","YC.1987.a.8346","Authors, English--20th century--Biography ; Orwell, George, 1903-1950--Biography ; Prose in English--1900-1945 ; Fiction in English--Orwell, George--Correspondence, diaries","","English","Includes index ; Originally published: London : Duckworth, 1985",""
"823.912","011308676","Monograph","Language material ; Text","Volume","GB9718226","","9780140145632","Crick, Bernard","1929-2008","person","","Crick, Bernard, 1929-2008 [person]","George Orwell : a life","","","","England","London","Penguin","1992","","675 pages, illustrations, portraits, 20 cm","YC.1997.a.1800 ; m01/27193","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","","English","Originally published: London : Secker & Warburg, 1980",""
"823.912","011309014","Monograph","Language material ; Text","Volume","GB8411908","","9780140160086","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","Permanent Penguins","","England","Harmondsworth","Martin Secker & Warburg ; Penguin","1983","","267 pages, 20 cm","X.958/20462","Fiction in English--1900-1945--Texts","","English","Originally published: London : Secker & Warburg, 1949",""
"823.912","011309383","Monograph","Language material ; Text","Volume","GB97W2196","","9780140182330","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","Penguin twentieth-century classics","","England","London","Martin Secker & Warburg ; Penguin","1997","","viii, 276 pages, 20 cm","H.98/1415","Poverty--England--Fiction ; Authors--England--Fiction ; Self-realization--Fiction ; England--Social life and customs--20th century--Fiction","","English","Film tie-in",""
"823.912","011314491","Monograph","Language material ; Text","Volume","GB9857058","","9780340664018","McGregor, Iona","","person","","Buzan, Tony [person] ; McGregor, Iona [person]","A guide to Animal farm","","Teach yourself literature guides","","England","London","Hodder & Stoughton","1998","","x, 85 pages, illustrations, 20 cm","YK.1999.a.5728","Orwell, George, 1903-1950","","English","Includes index",""
"823.912","011336748","Monograph","Language material ; Text","Volume","GB8409022","","9780631136583 ; 9780631137221","Bolton, W. F. (Whitney French)","1930-","person","","Bolton, W. F. (Whitney French), 1930- [person]","The language of 1984 : Orwell's English and ours","","The Language library","","England","Oxford","Blackwell ; Deutsch","1984","","252 pages, 23 cm","X.950/33405","Orwell, George, 1903-1950--Criticism and interpretation ; English language--1945-1983 ; English language--History ; Fiction in English--Orwell, George--1903-1950","","English","bibliography: p236-245. _ Includes index",""
"823.912","011363864","Monograph","Language material ; Text","Volume","GBA129715","","9780764585852","Moustaki, Nikki","1970-","person","","Moustaki, Nikki, 1970- [person]","Orwell's 1984","","Cliffsnotes","","England ; United Kingdom","Foster City, California","Transworld","2000","","volumes, 72 pages, 21 cm","YK.2001.a.7487","Political fiction, English--Examinations--Study guides ; Science fiction, English--Examinations--Study guides ; Dystopias in literature ; Totalitarianism and literature ; Orwell, George, 1903-1950--Examinations--Study guides","Study guide","English","",""
"823.912","011363881","Monograph","Language material ; Text","Volume","GBA1Y2177","","9780764586699","Moran, Daniel","1968-","person","","Moran, Daniel, 1968- [person]","Orwell's Animal farm","","Cliffsnotes","","England ; United Kingdom","Foster City, California","Transworld","2001","","volumes, 72 pages, illustrations, 21 cm","YK.2003.a.5719","Orwell, George, 1903-1950","","English","",""
"823.912","011374602","Monograph","Language material ; Text","Volume","","","9780870234460 ; 9780870234477","Patai, Daphne","1943-","person","","Patai, Daphne, 1943- [person]","The Orwell mystique : a study in male ideology","","","","United States of America","Amherst","University of Massachusetts Press","1984","","x, 334 pages","YH.1986.b.342","Masculinity in literature ; Orwell, George, 1903-1950--Views on sex role ; Sex role in literature ; Feminism and literature--England--History--20th century ; Women in literature ; Fiction in English--Orwell, George","","English","",""
"823.912","011404171","Monograph","Language material ; Text","Volume","GB8913953","","9781852104924","Flynn, Nigel","","person","","Flynn, Nigel [person]","George Orwell","","Life and works","","England","Hove","Wayland","1989","","112 pages, illustrations, portraits, 22 cm","YC.1990.b.1052","Fiction in English--Orwell, George--1903-1950--Biographies ; Authors, English--20th century--Biography ; Orwell, George, 1903-1950","","English","",""
"823.912","011407721","Monograph","Language material ; Text","Volume","GB8839489","","9781852340476","","","","","Orwell, George, 1903-1950 [person] ; Self, David, 1940- [person]","Animal farm, George Orwell","Animal farm","","","England","","Mary Glasgow","1988","","15 pages","YC.1988.b.4530","Orwell, George, 1903-1950 ; Fiction in English--Orwell, George--1903-1950--Animal farm & Nineteen eighty-four--Critical studies","","English","",""
"823.912","011407722","Monograph","Language material ; Text","Volume","GB8839490","","9781852340483","","","","","Orwell, George, 1903-1950 [person]","Animal farm : teacher's notes","Animal farm","","","England","","Mary Glasgow","1988","","7 pages","YC.1988.b.4533","Orwell, George, 1903-1950 ; Fiction in English--Orwell, George--1903-1950--Animal farm & Nineteen eighty-four--Critical studies","","English","",""
"823.912","011418700","Monograph","Language material ; Text","Volume","","","9782890076754","Bouchard, Guy","1942-","person","","Ruelland, Jacques G., 1948- [person] ; Rocque, André, 1950- [person] ; Bouchard, Guy, 1942- [person]","Orwell et 1984 : trois approches","","","","Canada","Montréal","Éditions Bellarmin","1988","","275 pages, 22 cm","YA.1990.a.8763","Dystopias in literature ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","French","",""
"823.912","011450844","Monograph","Language material ; Text","Volume","","","9788871190105","Bulla, Guido","","person","","Bulla, Guido [person]","Il muro di vetro : Nineteen Eighty Four e l'ultimo Orwell","","Studi e ricerche / Dipartimento di anglistica, Università di Roma ''La Sapienza''","25 [Studi e ricerche / Dipartimento di anglistica, Università di Roma ''La Sapienza'']","Italy","Roma","Bulzoni","1989","","324 pages","YA.1989.a.16520","Dystopias in literature ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","Italian","",""
"823.912","011595603","Monograph","Language material ; Text","Volume","GB7429760","","9780856320767","Buddicom, Jacintha","","person","","Buddicom, Jacintha [person]","Eric and us : a remembrance of George Orwell","","","","England","London","Frewin","1974","","xxi, 169 pages, 16 pages of plates, illustrations, facsimiles, genealogical tables, 1 map, portraits, 23 cm","74/33074","Authors, English--20th century--Biography ; Orwell, George, 1903-1950--Childhood and youth ; Fiction in English--Orwell, George--to 1927--Biographies","","English","",""
"823.912","011610418","Monograph","Language material ; Text","Volume","GB99Y6810","","9780436231278","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Coming up for air","","","","England","London","Secker & Warburg","1999","","256 pages, 24 cm","","","Humour or satire","English","",""
"823.912","011610419","Monograph","Language material ; Text","Volume","GB99Y6807","","9780436231339","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Burmese days","","","","England","London","Secker & Warburg","1999","","3336, map, 20 cm","","Burma--History--1824-1948--Fiction","","English","",""
"823.912","011610420","Monograph","Language material ; Text","Volume","GB99Y6806","","9780436231353","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Animal farm","","","","England","London","Secker & Warburg","1999","","208 pages","","","Humour or satire","English","",""
"823.912","011810161","Monograph","Language material ; Text","Volume","GB8708475","","","Murray, Patrick","1935-","person","","Orwell, George, 1903-1950 [person] ; Murray, Patrick, 1935- [person]","Companion to Animal farm","Animal Farm","","","Ireland","Dublin","Educational","1985","","64 pages, 21 cm","YC.1987.a.1366","Orwell, George, 1903-1950 ; Fiction in English--Orwell, George","","English","",""
"823.912","011814875","Monograph","Language material ; Text","Volume","GB8809055","","","Ingle, Stephen","","person","","University of Hull, Department of Politics [organisation] ; Ingle, Stephen [person]","Decency versus ideology : the politics of George Orwell","","Hull papers in politics","number 36 [Hull papers in politics]","England","Hull","University of Hull, Department of Politics","1984","","24 pages, 30 cm","YC.1988.b.3412","Fiction in English--Orwell, George--1903-1950--Political beliefs ; Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"823.912","011928039","Monograph","Language material ; Text","Volume","GB97W4086","","9780140270853","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","","","England","London","Martin Secker & Warburg ; Penguin","1997","","viii, 276 pages, 18 cm","H.97/2430","Wealth--Fiction ; Advertising--Fiction ; Writer's block--Fiction","","English","Film and TV tie-in",""
"823.912","011928224","Monograph","Language material ; Text","Volume","GB9858169","","9780140278736","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Martin Secker & Warburg ; Penguin","1998","","94 pages, 18 cm","H.2000/2640","Animals--Fiction","","English","This text first published by Secker & Warburg, 1987",""
"823.912","011928226","Monograph","Language material ; Text","Volume","GB98X4534","","9780140278774","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Penguin ; Secker & Warburg","1998","","325 pages, 19 cm","H.98/1644","Totalitarianism--Fiction","Humour or satire","English","Originally published: London : Secker & Warburg, 1949",""
"823.912","011934087","Monograph","Language material ; Text","Volume","GB9014067","","9780140772531","Coote, Stephen","","person","","Coote, Stephen [person]","George Orwell, Animal farm","","Penguin passnotes","","England","Harmondsworth","Penguin","1990","","84 pages, 20 cm","YK.1990.a.7113","Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","English","",""
"823.912","011934099","Monograph","Language material ; Text","Volume","GB99X5273","","9780140772845","Coote, Stephen","","person","","Coote, Stephen [person]","George Orwell, Animal farm","","Penguin study notes","","England","London","Penguin","1999","","90 pages, 20 cm","YC.2001.a.4694","Orwell, George, 1903-1950","","English","",""
"823.912","011934662","Monograph","Language material ; Text","Volume","GBA3Y2900","","9780141005355","Hitchens, Christopher","","person","","Hitchens, Christopher [person]","Orwell's victory","","","","England","London","Penguin","2003","","x, 187 pages, 20 cm","YC.2003.a.9122","Orwell, George, 1903-1950--Criticism and interpretation","","English","Originally published: London: Allen Lane, 2002",""
"823.912","011934889","Monograph","Language material ; Text","Volume","GB99V2969","","9780141182476","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Martin Secker & Warburg ; Penguin","2000","","xx, 325 pages, 20 cm","H.2000/1163","Totalitarianism--Fiction","Dystopia ; Fiction","English","Originally published: London: Secker & Warburg, 1949",""
"823.912","011934900","Monograph","Language material ; Text","Volume","GB99V1894","","9780141182704","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","Penguin classics","","England","London","Penguin","2000","","xx, 113 pages, 20 cm","H.2000/729","Livestock--Fiction ; Farms--Fiction ; Political corruption--Fiction","Fiction","English","Originally published: London: Secker & Warburg, 1945",""
"823.912","011934975","Monograph","Language material ; Text","Volume","GBA0X7678","","9780141184654","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","A clergyman's daughter","","Penguin classics","","England","London","Penguin","2000","","vii, 296 pages, 20 cm","H.2001/1857","Poverty--England--Suffolk--Fiction ; England--Social life and conditions--20th century--Fiction ; Amnesia--Fiction ; Single women--England--London--Fiction ; Clergy--England--Suffolk--Fiction ; Fathers and daughters--England--Suffolk--Fiction","Fiction","English","",""
"823.912","011934994","Monograph","Language material ; Text","Volume","GBA1Z1810","","9780141185187","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Orwell and politics : Animal farm in the context of essays, reviews and letters selected from the complete works of George Orwell","Animal farm ; Works. Selections","Penguin classics","","England","London","Penguin","2001","","xx, 537 pages, 20 cm","YC.2001.a.7591 ; m02/23788","Orwell, George, 1903-1950--Political and social views","","English","",""
"823.912","011934999","Monograph","Language material ; Text","Volume","GBA169260","","9780141185378","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","Penguin classics","","England","London","Penguin","2001","","viii, 299 pages, 1 map, 20 cm","H.2001/5156","British--Burma--Fiction ; Physicians--Burma--Fiction ; Lumber trade--Burma--Fiction","Fiction","English","Originally published: New York, Harper & Brothers, 1934",""
"823.912","011935011","Monograph","Language material ; Text","Volume","GBA0W1187","","9780141185699","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Coming up for air","","Penguin classics","","England","London","Martin Secker & Warburg ; Penguin","2000","","vi, 246 pages, 20 cm","H.2001/4780","Suburban life--England--Fiction ; Middle aged men--England--Fiction ; Great Britain--Social life and customs--1918-1945--Fiction ; Insurance agents--England--Fiction","Fiction ; Humour or satire","English","",""
"823.912","011935093","Monograph","Language material ; Text","Volume","GBA3Y2891","","9780141187358","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Penguin","2003","","xxv, 355 pages, 20 cm","H.2004/316","Totalitarianism--Fiction","Dystopia ; Fiction","English","Originally published: London : Secker & Warburg, 1949",""
"823.912","011946361","Monograph","Language material ; Text","Volume","GB9028025","","9780195039542","Rodden, John","","person","","Rodden, John [person]","The politics of literary reputation : the making and claiming of 'St. George' Orwell","","","","England ; United States of America","New York ; Oxford","Oxford University Press","1989","","xiii, 478 pages, illustrations, 25 cm","89/24662 ; YH.1990.b.234","Orwell, George, 1903-1950--Criticism and interpretation--History ; Canon (Literature) ; Fiction in English--Orwell, George--1903-1950","","English","Includes index",""
"823.912","011952398","Monograph","Language material ; Text","Volume","GB8601653","","9780393019087","Slater, Ian","1941-","person","","Slater, Ian, 1941- [person]","Orwell : the road to airstrip one","","","","England ; United States of America","London ; New York","Norton","1985","","302 pages, 22 cm","X.950/48557","Fiction in English--Orwell, George--1903-1950--Biographies ; Orwell, George, 1903-1950--Criticism and interpretation","","English","bibliography: p281-288. _ Includes index",""
"823.912","011953684","Monograph","Language material ; Text","Volume","GBA171046","","9780393322637","Meyers, Jeffrey","","person","","Meyers, Jeffrey [person]","Orwell : wintry conscience of a generation","","","","England ; United States of America","London ; New York","Norton","2001","","xviii, 380 pages, illustrations, maps, portraits, 21 cm","YC.2001.a.20344","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"823.912","011962729","Monograph","Language material ; Text","Volume","GB7805574","","9780413375704","Burton, H. M. (Harry McGuire)","","person","","Burton, H. M. (Harry McGuire) [person]","Notes on George Orwell's 'Nineteen eighty-four'","","Study-aid series","","England","London","Methuen","1977","","7, 38 pages, 22 cm","X.909/42086","Fiction in English--Orwell, George--Nineteen eighty-four ; Orwell, George, 1903-1950","","English","",""
"823.912","011981448","Monograph","Language material ; Text","Volume","GBA3Y2586","","9780701169190","Taylor, D. J. (David John)","1960-","person","","Taylor, D. J. (David John), 1960- [person]","Orwell","","","","England","London","Chatto & Windus","2003","","448 pages, 16 pages of plates, illustrations, portraits, 24 cm","YC.2003.a.9264","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"823.912","012013548","Monograph","Language material ; Text","Volume","","","9780893701994 ; 9780893702991","Plank, Robert","","person","","Plank, Robert [person]","George Orwell's guide through hell : a psychological study of nineteen eighty four","","The Milford series Popular writers of today","volume 41 [The Milford series Popular writers of today]","United States of America","San Bernardino, California","Borgo Press","1986","","123 pages, 22 cm","YA.1989.a.2764","Psychology in literature ; Orwell, George, 1903-1950 ; Psychological fiction, English--History and criticism","","English","",""
"823.912","012299162","Monograph","Language material ; Text","Volume","GB8512175","","9780140004564","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","272 pages, 18 cm","","Fiction in English--1900-1945--Texts","","English","",""
"823.912","012300069","Monograph","Language material ; Text","Volume","GB8600238","","9780140004564","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","272 pages, 19 cm","","Fiction in English--1900-1945--Texts","","English","",""
"823.912","012368839","Monograph","Language material ; Text","Volume","","","9780333679784 ; 9780333679791","","","","","Yousaf, Nahem [person] ; Loughrey, Bryan [person] ; Holderness, Graham [person]","George Orwell","","","","England","London","Macmillan","1998","","240 pages, 22 cm","m00/21760","Orwell, George, 1903-1950--Criticism and interpretation","","English","Includes index",""
"823.912","012550031","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Farma zvířat","Animal farm. Czech","","","Czechoslovakia","Praha","","1971","","72 leaves","Cup.410.g.18","Fiction in English--1900-1945--Texts ; Underground literature--Czechoslovakia--20th century","","Czech","Samizdat publication ; Typescript (carbon copy)",""
"823.912","012599047","Monograph","Language material ; Text","Volume","GB8401433","","9780198185215","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Crick, Bernard, 1929-2008 [person]","Nineteen eighty-four","","","","England","Oxford","Clarendon","1984","","xi, 460 pages, 23 cm","X.950/34025","Fiction in English--1900-1945--Texts","","English","Includes index",""
"823.912","012621879","Monograph","Language material ; Text","Volume","GB8023802","","9780417200408","","","","","","Notes on George Orwell's 'Animal farm'","","Methuen notes ; Study-aid series","","England","London","Methuen","1979","","3, 43 pages, 20 cm","X.908/43277","Orwell, George, 1903-1950 ; Fiction in English--Orwell, George","","English","Originally published: 1965 ; With answers to 'Test yourself' questions",""
"823.912","012626697","Monograph","Language material ; Text","Volume","GBA350833","","9780431139944","Middleton, Haydn","","person","","Middleton, Haydn [person]","George Orwell","","Creative lives","","England","Oxford","Heinemann Library","2002","","64 pages, illustrations (some colour), portraits, 25 cm","YK.2003.a.21882","Orwell, George, 1903-1950 ; Novelists, English--20th century--Biography--Juvenile literature","Biography ; Children's literature","English","",""
"823.912","012635890","Monograph","Language material ; Text","Volume","GB8136959","","9780708980279","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","Charnwood library series","","England","Leicester","Charnwood","1982","","430 pages, 23 cm","Nov.46046","Fiction in English--1900-1945--Texts","","English","Originally published: London : Secker & Warburg, 1949 ; Published in large print",""
"823.912","012636058","Monograph","Language material ; Text","Volume","GB8416414","","9780708982006","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm","","Charnwood library series","","England","Anstey","Charnwood","1984","","124 pages, 22 cm","Nov.52280","Fiction in English--1900-1945--Texts","","English","Originally published: London : Secker & Warburg, 1945 ; Published in large print",""
"823.912","012649873","Monograph","Language material ; Text","Volume","GB8600949","","9780804424806","Kalechofsky, Roberta","","person","","Kalechofsky, Roberta [person]","George Orwell","","Modern literature monographs","","England ; United States of America","London ; New York","Lorrimer ; Ungar","1982","","ix, 149 pages, 21 cm","X.950/47897","Orwell, George, 1903-1950--Criticism and interpretation ; Fiction in English--Orwell, George--1903-1950","","English","Originally published: 1973 ; bibliography: p138-141. _ Includes index",""
"823.912","012672030","Monograph","Language material ; Text","Volume","GB8529797","","9780902616981","Symons, Julian","1912-1994","person","","Symons, Julian, 1912-1994 [person]","1948 and 1984 : the second Orwell memorial lecture","","","","Scotland","Edinburgh","Tragara","1984","","32 pages, 22 cm","Cup.510.afg.60","Fiction in English--Orwell, George--Nineteen eighty-four--Predictions--expounded by--political events--1948-1984 ; History, Modern--1945- ; Orwell, George, 1903-1950","","English","Limited edition of 135 copies of which the first 25 have been signed by the author",""
"823.912","012697782","Monograph","Language material ; Text","Volume","GB9224244","","9781856460446","Morgan, Terry","","person","","Morgan, Terry [person]","Animal farm","","Instant revision","","Scotland","Thornhill","Tynron","1991","","54 pages, 18 cm","YK.1993.a.198","English fiction ; Orwell, George, 1903-1950","","English","",""
"823.912","012701537","Monograph","Language material ; Text","Volume","GB9341507","","9781857151343","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","Everyman's library","134 [Everyman's library]","England","London","David Campbell","1992","","xlii, 325 pages, 21 cm","12206.P.1/1518","English fiction","","English","Originally published: Martin Secker and Warburg, 1949",""
"823.912","012701550","Monograph","Language material ; Text","Volume","GB9330497","","9781857151503","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal Farm","","Everyman's library","150 [Everyman's library]","England","London","David Campbell","1993","","xliv, 113 pages, 21 cm","12206.P.1/1493","English fiction","","English","",""
"823.912","012715821","Monograph","Language material ; Text","Volume","","","9783533027393 ; 9783533027409","Praesent, Angela","","person","","Praesent, Angela [person]","George Orwell : Krise der Selbstverständlichkeit","","Anglistische Forschungen","Heft 134 [Anglistische Forschungen]","Germany","Heidelberg","Winter","1978","","119 pages, 24 cm","12981.p.1/134","Orwell, George, 1903-1950--Criticism and interpretation--Congresses ; Fiction in English--Orwell, George","","German","",""
"823.912","012878055","Monograph","Language material ; Text","Volume","GBA4X3000","","9781843153177","Mahoney, John","1940 February 23-","person","","Mahoney, John, 1940 February 23- [person] ; Stowe, Andrea [person]","Animal farm, George Orwell","","A Letts literature guide for GCSE ; Letts explore","","England","London","Letts Educational","2004","Revised edition","79 pages, colour illustrations, portraits, 21 cm","YKL.2016.a.1411","Orwell, George, 1903-1950","","English","Previous edition: 1994 ; revised by Andrea Stowe",""
"823.912","012907919","Monograph","Language material ; Text","Volume","GBA440450","","9780701169190","Taylor, D. J. (David John)","1960-","person","","Taylor, D. J. (David John), 1960- [person]","Orwell","","","","England","London","Chatto & Windus","2003","","xiv, 466 pages, 16 pages of plates, illustrations, portraits, 25 cm","m04/21421","Authors, English--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"823.912","013099929","Monograph","Language material ; Text","Volume","GBA509341","","9780691113609 ; 9780691113616","","","","","Goldsmith, Jack [person] ; Gleason, Abbott [person] ; Nussbaum, Martha Craven, 1947- [person]","On Nineteen eighty-four : Orwell and our future","","","","United States of America","Oxford ; Princeton, New Jersey","Princeton University Press","2005","","xiv, 312 pages, 24 cm","YC.2005.a.5797 ; m05/.27904","Orwell, George, 1903-1950--Congresses ; Science fiction, English--History and criticism--Congresses ; Dystopias in literature--Congresses","Congress","English","'This volume began as a conference at the University of Chicago Law School in 1999, celebrating the fiftieth anniversary of Orwell's novel.'_Acknowledgements",""
"823.912","013110681","Monograph","Language material ; Text","Volume","GB8418476","","9780436350009","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Secker & Warburg","1984","","104 pages, 21 cm","Nov.51352","Fiction in English--1900-1945--Texts","","English","",""
"823.912","013148264","Monograph","Language material ; Text","Volume","GBA526342","","9781405807043","Sherborne, Michael","","person","","Sherborne, Michael [person]","Nineteen eighty-four, [by] George Orwell","","York notes advanced","","England","Harlow","Longman","2005","New edition","112 pages, 21 cm","YK.2005.a.10284","Orwell, George, 1903-1950","","English","Previous edition: 2001",""
"823.912","013209639","Monograph","Language material ; Text","Volume","GBA549320","","9780140126709","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Penguin","1989","","viii, 94 pages, 18 cm","H.2005/3638","Livestock--Fiction ; Farms--Fiction ; Political corruption--Fiction","Fiction","English","",""
"823.912","013368195","Monograph","Language material ; Text","Volume","GBA611157","","9780955140723","Hamid, Aftab","","person","","Hamid, Aftab [person]","Animal farm : a resource for EAL students","","","","England","London","EAL Resources","2005","","47 leaves, illustrations, 30 cm","YK.2006.b.448","English language--Textbooks for foreign speakers ; English language--Problems, exercises, etc ; Orwell, George, 1903-1950","Problems and exercises ; Textbook","English","",""
"823.912","013447511","Monograph","Language material ; Text","Volume","GBA640269","","9780431081687 ; 9780431081823","Brown, Alan","1955 August 14-","person","","Brown, Alan, 1955 August 14- [person]","The story behind George Orwell's Animal Farm","","History in literature","","England","Oxford","Heinemann Library","2007","","56 pages, illustrations (some colour), colour map, portraits (some colour), 25 cm","YK.2007.a.15272","Orwell, George, 1903-1950--Sources ; Orwell, George, 1903-1950--Themes, motives--Juvenile literature ; Orwell, George, 1903-1950--Juvenile literature ; History in literature","Children's literature","English","",""
"823.912","013505776","Monograph","Language material ; Text","Volume","GBA659863","","9781844016327","McCullough, G. Wesley","","person","","McCullough, G. Wesley [person]","George Orwell : a reader's approach","","","","England","London","Athena Press","2006","","103 pages, 21 cm","YC.2007.a.12242","Orwell, George, 1903-1950--Criticism and interpretation ; Political fiction, English--History and criticism","","English","",""
"823.912","013673021","Monograph","Language material ; Text","Volume","GBA712639","","9781871551426","Hope, Warren","1944-","person","","Hope, Warren, 1944- [person]","George Orwell","","Greenwich Exchange student guide literary series","","England","London","Greenwich Exchange","2007","","viii, 67 pages, 21 cm","YC.2011.a.7870","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"823.912","013675190","Monograph","Language material ; Text","Volume","GBA715159","","9780791085837","","","","","Bloom, Harold [person]","George Orwell's Animal Farm","Animal Farm","Bloom's guides","","United States of America","New York","Chelsea House","2006","","101 pages, 23 cm","YC.2007.a.2747","Animals in literature ; Fables, English--History and criticism ; Orwell, George, 1903-1950 ; Political fiction, English--History and criticism ; Social problems in literature ; Satire, English--History and criticism","","English","",""
"823.912","013744989","Monograph","Language material ; Text","Volume","GBA826180","","9780955370816","Buddicom, Jacintha","","person","","Buddicom, Jacintha [person]","Eric & us : a remembrance of George Orwell : including a postscript by Dione Venables","","","","England","Chichester","Finlay","2006","2nd edition","xix, 195 pages, 16 pages of plates, illustrations, 22 cm","YC.2008.a.2552","Buddicom family ; Orwell, George, 1903-1950--Childhood and youth ; Oxfordshire (England)--Biography","Biography","English","Includes index ; Previous edition: Leslie Frewin, 1974",""
